libraryID,taxID,counts,kingdom,phylum,class,order,family,genera,species,EFB_status,Yard
ApisM_MM__10_26_2021_barcode09,869754,1,Eukaryota, Ascomycota, Saccharomycetales, Saccharomycetes, Metschnikowiaceae, Metschnikowia, Metschnikowia bicuspidata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1035111,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Tortricidae, Leguminivora, Leguminivora glycinivorella,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,123851,432,Eukaryota, Arthropoda, Odonata, Insecta, Libellulidae, Ladona, Ladona fulva,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,33380,1,Eukaryota, Arthropoda, Hemiptera, Insecta, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,46877,1,Eukaryota, Arthropoda, Diptera, Insecta, Drosophilidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,362088,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Diprionidae, Diprion, Diprion similis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7109,2,Eukaryota, Arthropoda, Lepidoptera, Insecta, Noctuidae, Spodoptera, Spodoptera littoralis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,411798,12,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Vollenhovia, Vollenhovia emeryi,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6952,1,Eukaryota, Arthropoda, Sarcoptiformes, Arachnida, Pyroglyphidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,51298,1,Eukaryota, Chordata, Chiroptera, Mammalia, Vespertilionidae, Myotis, Myotis myotis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1457509,1,Eukaryota, Basidiomycota, Agaricales, Agaricomycetes, Amanitaceae, Amanita, Amanita brunnescens,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3870,333,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Lupinus, Lupinus albus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,209118,1,Eukaryota, Chordata, Cypriniformes, Actinopteri, Danionidae, Barilius, Barilius bendelisis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1462606,1,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Glycine, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,601529,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Nomada, Nomada flavoguttata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6347,1,Eukaryota, Annelida, Sabellida, Polychaeta, Oweniidae, Owenia, Owenia fusiformis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,265458,1,Eukaryota, Arthropoda, Diptera, Insecta, Cecidomyiidae, Contarinia, Contarinia nasturtii,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,10181,3,Eukaryota, Chordata, Rodentia, Mammalia, Bathyergidae, Heterocephalus, Heterocephalus glaber,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1251364,1,Eukaryota, Arthropoda, Trombidiformes, Arachnida, Anystidae, NA, Anystidae sp. BOLD:AAF1092,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,33410,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Evaniidae, Evania, Evania sp.,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,602600,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Aphaenogaster, Aphaenogaster carolinensis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,126911,1,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Ammopiptanthus, Ammopiptanthus mongolicus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,10212,1,Eukaryota, Bryozoa, Cheilostomatida, Gymnolaemata, Bugulidae, Bugula, Bugula neritina,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3880,6,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Medicago, Medicago truncatula,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,347697,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Gelechiidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1329911,1,Eukaryota, Chordata, Squamata, Lepidosauria, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,178035,32,Eukaryota, Arthropoda, Hymenoptera, Insecta, Halictidae, Dufourea, Dufourea novaeangliae,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7215,2,Eukaryota, Arthropoda, Diptera, Insecta, Drosophilidae, Drosophila, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3033743,1,Eukaryota, Nemertea, Monostilifera, Enopla, Oerstediidae, Oerstedia, Oerstedia fuscosparsa,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,30538,1,Eukaryota, Chordata, Artiodactyla, Mammalia, Camelidae, Vicugna, Vicugna pacos,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,610277,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Dytiscidae, Paroster, Paroster macrosturtensis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,5073,1,Eukaryota, Ascomycota, Eurotiales, Eurotiomycetes, Aspergillaceae, Penicillium, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,152421,3,Eukaryota, Streptophyta, Malvales, Magnoliopsida, Dipterocarpaceae, Shorea, Shorea leprosula,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,10228,3,Eukaryota, Placozoa, Trichoplacea, Uniplacotomia, Trichoplacidae, Trichoplax, Trichoplax adhaerens,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,37572,4,Eukaryota, Arthropoda, Lepidoptera, Insecta, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,313031,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Colletidae, Hylaeus, Hylaeus anthracinus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,30727,21,Eukaryota, Chordata, Cypriniformes, Actinopteri, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,523720,1,Eukaryota, Arthropoda, Phasmatodea, Insecta, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1265417,3,Eukaryota, Arthropoda, Coleoptera, Insecta, Cerambycidae, Aromia, Aromia moschata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1485682,1,Eukaryota, Microsporidia, NA, NA, NA, Mitosporidium, Mitosporidium daphniae,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,40348,1,Eukaryota, Nematoda, Strongylida, Chromadorea, Strongylidae, Strongylus, Strongylus vulgaris,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,219896,1,Eukaryota, Streptophyta, Myrtales, Magnoliopsida, Myrtaceae, Syzygium, Syzygium oleosum,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,878165,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Hydraenidae, Ochthebius, Ochthebius viridis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,91836,1,Eukaryota, Streptophyta, NA, Magnoliopsida, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,455371,2,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Spatholobus, Spatholobus suberectus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,95602,1,Eukaryota, Arthropoda, Decapoda, Malacostraca, Varunidae, Eriocheir, Eriocheir sinensis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2763552,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Chrysididae, Elampus, Elampus konowi,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2038154,13,Eukaryota, Arthropoda, Coleoptera, Insecta, Elateridae, Ignelater, Ignelater luminosus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,12956,3,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Atta, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1979941,1,Eukaryota, Arthropoda, Sarcoptiformes, Arachnida, Oppiidae, Medioppia, Medioppia subpectinata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7065,18,Eukaryota, Arthropoda, Coleoptera, Insecta, Tenebrionidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1489872,1,Eukaryota, Chordata, NA, Actinopteri, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,314145,2,Eukaryota, Chordata, NA, Mammalia, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,46360,1,Eukaryota, Chordata, Artiodactyla, Mammalia, Cervidae, Cervus, Cervus elaphus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1392255,1,Eukaryota, Ascomycota, Eurotiales, Eurotiomycetes, Aspergillaceae, Aspergillus, Aspergillus novofumigatus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,197161,2,Eukaryota, Arthropoda, Odonata, Insecta, Coenagrionidae, Ischnura, Ischnura elegans,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,58331,1,Eukaryota, Streptophyta, Fagales, Magnoliopsida, Fagaceae, Quercus, Quercus suber,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3046,1,Eukaryota, Chlorophyta, Chlamydomonadales, Chlorophyceae, Dunaliellaceae, Dunaliella, Dunaliella salina,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2748771,1,Eukaryota, Basidiomycota, Atheliales, Agaricomycetes, Atheliaceae, Athelia, Athelia sp. TMB,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,55363,1,Eukaryota, Streptophyta, Ericales, Magnoliopsida, Ebenaceae, Diospyros, Diospyros lotus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,549142,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Megachilidae, Trachusa, Trachusa byssina,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7956,1,Eukaryota, Chordata, Cypriniformes, Actinopteri, Cyprinidae, Carassius, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1192867,1,Eukaryota, Chordata, Charadriiformes, Aves, Laridae, Chroicocephalus, Chroicocephalus ridibundus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1395130,1,Eukaryota, Ascomycota, Pleosporales, Dothideomycetes, Massarinaceae, Massarina, Massarina eburnea,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,5338,1,Eukaryota, Basidiomycota, Agaricales, Agaricomycetes, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,472064,1,Eukaryota, Arthropoda, Amphipoda, Malacostraca, Iulopididae, Iulopis, Iulopis loveni,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7070,239,Eukaryota, Arthropoda, Coleoptera, Insecta, Tenebrionidae, Tribolium, Tribolium castaneum,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,40697,1,Eukaryota, Arthropoda, Sarcoptiformes, Arachnida, Echimyopodidae, Blomia, Blomia tropicalis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,5353,2,Eukaryota, Basidiomycota, Agaricales, Agaricomycetes, Omphalotaceae, Lentinula, Lentinula edodes,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,172845,42,Eukaryota, Arthropoda, Araneae, Arachnida, Araneidae, Caerostris, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,52824,16,Eukaryota, Streptophyta, Brassicales, Magnoliopsida, Brassicaceae, Brassica, Brassica carinata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,116150,956,Eukaryota, Arthropoda, Lepidoptera, Insecta, Nymphalidae, Pararge, Pararge aegeria,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,8036,1,Eukaryota, Chordata, Salmoniformes, Actinopteri, Salmonidae, Salvelinus, Salvelinus alpinus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7443,3,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Vespa, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,197563,4,Eukaryota, Arthropoda, NA, NA, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,156309,5,Eukaryota, Arthropoda, Hymenoptera, Insecta, Colletidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7091,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Bombycidae, Bombyx, Bombyx mori,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7090,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Bombycidae, Bombyx, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,34305,4,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Lotus, Lotus japonicus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,44386,1,Eukaryota, Arthropoda, Ixodida, Arachnida, Ixodidae, Haemaphysalis, Haemaphysalis longicornis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,627782,1,Eukaryota, Arthropoda, Mantodea, Insecta, Amelidae, Yersinia, Yersinia mexicana,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,27483,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,28641,50,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Bombus, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7445,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Vespa, Vespa crabro,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,206669,3,Eukaryota, Echinodermata, Aspidochirotida, Holothuroidea, Holothuriidae, Holothuria, Holothuria leucospilota,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,429701,1,Eukaryota, Streptophyta, Lamiales, Magnoliopsida, Bignoniaceae, Handroanthus, Handroanthus impetiginosus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,43267,2,Eukaryota, Arthropoda, Schizomida, Arachnida, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,4842,7,Eukaryota, Mucoromycota, Mucorales, Mucoromycetes, Rhizopodaceae, Rhizopus, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,278164,1,Eukaryota, Chordata, Clupeiformes, Actinopteri, Clupeidae, Alosa, Alosa alosa,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,44477,119,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Apis, Apis mellifera,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1081103,1,Eukaryota, Ascomycota, Hypocreales, Sordariomycetes, Clavicipitaceae, Metarhizium, Metarhizium album,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,431895,1,Eukaryota, NA, Craspedida, Choanoflagellata, Salpingoecidae, Monosiga, Monosiga brevicollis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,533009,2,Eukaryota, Arthropoda, Hemiptera, Insecta, Cercopidae, Callitettix, Callitettix versicolor,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1529436,1,Eukaryota, Echinodermata, Comatulida, Crinoidea, Comatulidae, Anneissia, Anneissia japonica,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,110791,15,Eukaryota, Arthropoda, Lepidoptera, Insecta, Papilionidae, Iphiclides, Iphiclides podalirius,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,702518,1,Eukaryota, Ascomycota, Glomerellales, Sordariomycetes, Glomerellaceae, Colletotrichum, Colletotrichum asianum,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,133901,2,Eukaryota, Arthropoda, Thysanoptera, Insecta, Thripidae, Frankliniella, Frankliniella occidentalis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,325984,23,Eukaryota, Streptophyta, Dioscoreales, Magnoliopsida, Dioscoreaceae, Dioscorea, Dioscorea zingiberensis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,279977,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Apis, Apis mellifera,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,4023,1,Eukaryota, Streptophyta, Sapindales, Magnoliopsida, Sapindaceae, Acer, Acer negundo,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,53468,2,Eukaryota, Platyhelminthes, Cyclophyllidea, Cestoda, Mesocestoididae, Mesocestoides, Mesocestoides corti,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,199476,1,Eukaryota, Arthropoda, Amphipoda, Malacostraca, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,72036,5,Eukaryota, Arthropoda, Siphonostomatoida, Hexanauplia, Caligidae, Lepeophtheirus, Lepeophtheirus salmonis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3503,1,Eukaryota, Streptophyta, Fagales, Magnoliopsida, Fagaceae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,177089,1,Eukaryota, Arthropoda, Hemiptera, Insecta, Pseudococcidae, Maconellicoccus, Maconellicoccus hirsutus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,111838,1,Eukaryota, Chordata, Rodentia, Mammalia, Cricetidae, Microtus, Microtus oregoni,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1413687,7,Eukaryota, Streptophyta, Malpighiales, Magnoliopsida, Salicaceae, Salix, Salix dunnii,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,157652,2,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Mucuna, Mucuna pruriens,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,5811,1,Eukaryota, Apicomplexa, Eucoccidiorida, Conoidasida, Sarcocystidae, Toxoplasma, Toxoplasma gondii,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3555,9,Eukaryota, Streptophyta, Caryophyllales, Magnoliopsida, Chenopodiaceae, Beta, Beta vulgaris,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,8782,1,Eukaryota, Chordata, NA, Aves, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,435267,2,Eukaryota, Arthropoda, Diplostraca, Branchiopoda, Macrotrichidae, Ilyocryptus, Ilyocryptus agilis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6689,2,Eukaryota, Arthropoda, Decapoda, Malacostraca, Penaeidae, Penaeus, Penaeus vannamei,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,61156,2,Eukaryota, Chordata, Rodentia, Mammalia, Muridae, Arvicanthis, Arvicanthis niloticus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,33511,2,Eukaryota, NA, NA, NA, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,40302,130,Eukaryota, Microsporidia, NA, NA, Nosematidae, Nosema, Nosema ceranae,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1088818,1,Eukaryota, Streptophyta, Asparagales, Magnoliopsida, Orchidaceae, Apostasia, Apostasia shenzhenica,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,4107,4,Eukaryota, Streptophyta, Solanales, Magnoliopsida, Solanaceae, Solanum, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,34638,1,Eukaryota, Arthropoda, Mesostigmata, Arachnida, Phytoseiidae, Galendromus, Galendromus occidentalis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,32353,1,Eukaryota, Arthropoda, Diptera, Insecta, Drosophilidae, Drosophila, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6712,1,Eukaryota, Arthropoda, Decapoda, Malacostraca, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,94827,1,Eukaryota, Chordata, Tinamiformes, Aves, Tinamidae, Tinamus, Tinamus guttatus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2441465,1,Eukaryota, Arthropoda, Mesostigmata, Arachnida, Phytoseiidae, NA, Phytoseiidae sp. BIOUG26106-H11,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,486640,14,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Odontomachus, Odontomachus brunneus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2172821,1,Eukaryota, Arthropoda, NA, NA, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2762512,1,Eukaryota, Rotifera, NA, Eurotatoria, NA, Rotaria, Rotaria sp. Silwood2,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3634,19,Eukaryota, Streptophyta, Malvales, Magnoliopsida, Malvaceae, Gossypium, Gossypium barbadense,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,77229,1,Eukaryota, Chordata, Chiroptera, Mammalia, Pteropodidae, Balionycteris, Balionycteris maculata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,139058,1,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Aedeomyia, Aedeomyia squamipennis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,89673,1,Eukaryota, Chordata, Chiroptera, Mammalia, Phyllostomidae, Phyllostomus, Phyllostomus discolor,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,68872,6,Eukaryota, Streptophyta, Lamiales, Magnoliopsida, Orobanchaceae, Striga, Striga hermonthica,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7496,202,Eukaryota, Arthropoda, NA, Insecta, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7238,1,Eukaryota, Arthropoda, Diptera, Insecta, Drosophilidae, Drosophila, Drosophila sechellia,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,54343,1,Eukaryota, Chordata, Perciformes, Actinopteri, Percidae, Etheostoma, Etheostoma spectabile,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2018661,1,Eukaryota, Nematoda, Rhabditida, Chromadorea, Rhabditidae, Diploscapter, Diploscapter pachys,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,396416,18,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Bombus, Bombus pyrosoma,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,115081,35,Eukaryota, Arthropoda, Hymenoptera, Insecta, Halictidae, Megalopta, Megalopta genalis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6850,3,Eukaryota, Arthropoda, Xiphosura, Merostomata, Limulidae, Limulus, Limulus polyphemus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6072,32,Eukaryota, NA, NA, NA, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,4155,23,Eukaryota, Streptophyta, Lamiales, Magnoliopsida, Phrymaceae, Erythranthe, Erythranthe guttata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,271217,7,Eukaryota, Arthropoda, Lepidoptera, Insecta, Noctuidae, Mythimna, Mythimna separata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,42157,4,Eukaryota, Nematoda, Rhabditida, Chromadorea, Onchocercidae, Onchocerca, Onchocerca ochengi,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7461,235,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Apis, Apis cerana,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,141711,8,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,2022672,2,Eukaryota, Streptophyta, Poales, Magnoliopsida, Cyperaceae, Rhynchospora, Rhynchospora breviuscula,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,166361,4,Eukaryota, Arthropoda, Coleoptera, Insecta, Scarabaeidae, Onthophagus, Onthophagus taurus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,5308,1,Eukaryota, Basidiomycota, Polyporales, Agaricomycetes, Meruliaceae, Phlebia, Phlebia radiata,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,34735,355,Eukaryota, Arthropoda, Hymenoptera, Insecta, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,1758121,1,Eukaryota, Chordata, Charadriiformes, Aves, Scolopacidae, Limosa, Limosa lapponica,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,3696,1,Eukaryota, Streptophyta, Malpighiales, Magnoliopsida, Salicaceae, Populus, Populus deltoides,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,29158,2,Eukaryota, Mollusca, Mytilida, Bivalvia, Mytilidae, Mytilus, Mytilus galloprovincialis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,74971,2,Eukaryota, Arthropoda, Araneae, Arachnida, NA, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,765133,102,Eukaryota, Arthropoda, Lepidoptera, Insecta, Lasiocampidae, Dendrolimus, Dendrolimus kikuchii,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7164,2,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Anopheles, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,36668,314,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,116151,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Nitidulidae, NA, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,34880,2,Eukaryota, Chordata, Carnivora, Mammalia, Canidae, Nyctereutes, Nyctereutes procyonoides,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,32201,47,Eukaryota, Streptophyta, Fagales, Magnoliopsida, Juglandaceae, Carya, Carya illinoinensis,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,6183,3,Eukaryota, Platyhelminthes, Strigeidida, Trematoda, Schistosomatidae, Schistosoma, Schistosoma mansoni,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,34884,1,Eukaryota, Chordata, Carnivora, Mammalia, Otariidae, Callorhinus, Callorhinus ursinus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,405034,2,Eukaryota, Arthropoda, Lepidoptera, Insecta, Nymphalidae, Brenthis, Brenthis ino,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,13347,2,Eukaryota, Arthropoda, Isopoda, Malacostraca, Armadillidiidae, Armadillidium, Armadillidium vulgare,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7176,68,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Culex, Culex quinquefasciatus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,10090,15,Eukaryota, Chordata, Rodentia, Mammalia, Muridae, Mus, Mus musculus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,4232,10,Eukaryota, Streptophyta, Asterales, Magnoliopsida, Asteraceae, Helianthus, Helianthus annuus,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,322074,43,Eukaryota, Arthropoda, Hymenoptera, Insecta, Megachilidae, Heriades, NA,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,83485,11,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Linepithema, Linepithema humile,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,159736,1,Eukaryota, Arthropoda, Decapoda, Malacostraca, Palaemonidae, Macrobrachium, Macrobrachium nipponense,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,7186,1,Eukaryota, Arthropoda, Diptera, Insecta, Sciaridae, Rhynchosciara, Rhynchosciara americana,Negative,Yard A
ApisM_MM__10_26_2021_barcode09,93504,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Crambidae, Ostrinia, Ostrinia furnacalis,Negative,Yard A
